Id,Predicted
0,1426028.924624395
1,1716750.0
2,1449072.5
3,718478.75
4,527591.375
5,927580.25
6,6717559.166666667
7,877957.5
8,518092.9166666666
9,1667514.375
10,6313269.166666667
11,1898299.5833333333
12,1544196.875
13,547233.3333333334
14,1527445.5914502165
15,2769581.0
16,641171.9268800846
17,1381166.875
18,615432.0928030303
19,518449.375
20,2508837.2821969697
21,791150.9999999999
22,1136431.0416666665
23,3252938.2123867036
24,1856183.125
25,863207.9464285715
26,1696162.0932504996
27,1119759.375
28,16027117.5
29,481144.6309523809
30,5961590.7922077915
31,696244.5
32,1087104.375
33,1867535.625
34,1465626.160714286
35,696601.5277777778
36,809088.5
37,5729740.0
38,10133367.5
39,3794592.5753968246
40,6633890.0
41,781795.0
42,761569.1666666667
43,4476499.027777778
44,737792.4027777778
45,592478.0
46,636829.0833333333
47,1037562.7916666667
48,471915.6071428571
49,598921.7897727273
50,633858.75
51,753702.0418470419
52,1927357.376893939
53,10156255.0
54,8223924.42857143
55,851058.125
56,1365768.125
57,3184322.8472222225
58,2619461.3601190476
59,1628849.6385281386
60,11061352.5
61,2541440.630952381
62,3732280.8345543356
63,1672186.875
64,10486483.80479243
65,752564.5463564213
66,641135.7827380953
67,679075.8333333334
68,927580.25
69,710823.9294871794
70,835992.1875
71,1779426.786414566
72,3082511.462162837
73,1660919.6268939392
74,457828.125
75,476245.625
76,1230775.75
77,654155.9325396826
78,1489853.321699134
79,615731.4027777778
80,480571.9166666667
81,1374178.5846345418
82,5867265.0
83,1878856.4805194803
84,3509353.75
85,4847822.0477855485
86,1575940.6268939395
87,9588788.0
88,708604.75
89,946323.3155594405
90,10758035.0
91,493816.6011904761
92,1435707.715909091
93,6660028.5
94,1370377.9166666665
95,705228.7380952381
96,1794448.125
97,3456833.3333333335
98,1256356.5833333335
99,8656427.5
100,1547447.9166666665
101,7092105.0
102,11550777.5
103,3506366.3770716623
104,953346.25
105,1924014.5833333333
106,15105950.0
107,1239082.5
108,1654962.9375
109,641171.9268800846
110,4600700.833333333
111,1796593.5
112,520280.0992063492
113,3961954.7916666665
114,1518457.6486291487
115,817714.1666666667
116,2883255.0
117,446884.4166666666
118,2230657.9818722946
119,1767240.2083333335
120,5927350.0
121,19551610.0
122,656902.7462121212
123,1715685.0
124,5905392.5
125,2562459.291666667
126,1633207.1385281386
127,1641276.369047619
128,1082152.5
129,4471954.722222222
130,5396177.333333333
131,7265522.5
132,3294145.6339285714
133,780642.0
134,10495722.5
135,3095242.5
136,1691358.9248694312
137,2061719.4861111112
138,799860.2680607393
139,11395308.75
140,403950.9464285714
141,4653734.444444445
142,2005735.597319347
143,575287.5
144,7410145.0
145,2594368.7339701364
146,2896483.8706189645
147,840317.75
148,57281812.5
149,4578487.5
150,5779675.0
151,2615264.1071428573
152,783985.0
153,1614071.195553221
154,8132113.452380952
155,3152128.2093253965
156,5087043.62012987
157,2458030.333333333
158,3236091.875
159,1640332.3759920634
160,1166727.5
161,3247449.068181819
162,713810.7708333333
163,1016407.5
164,976578.9583333334
165,446884.4166666666
166,22703305.0
167,14338755.625
168,480436.4732142858
169,1570761.25
170,8288854.375
171,2617432.5
172,987437.2877383183
173,8586652.5
174,2773031.643502331
175,464501.1666666666
176,5173680.813131313
177,1592696.1041666667
178,1528939.9772727273
179,2401241.7800255297
180,869614.0
181,8578555.0
182,402175.1666666667
183,15716400.0
184,1187930.625
185,843857.9166666667
186,1516008.2946359199
187,2732918.8924963926
188,4261193.916666667
189,1616808.625
190,2149384.0
191,1570834.5833333335
192,895545.8333333334
193,3339980.521825397
194,431358.7291666667
195,3703897.2477161316
196,880075.4946095571
197,1215472.5
198,987437.2877383183
199,6663336.875
200,1051314.1474358975
201,2440554.583333333
