Id,Predicted
0,1294576.5169011543
1,1177074.9666666668
2,1351504.9464285714
3,909019.6666666665
4,555320.9166666667
5,752896.3416666667
6,6787119.809523809
7,933429.0
8,489031.5
9,1826951.0
10,5690965.5
11,1934021.0166666666
12,1569597.8
13,552208.3333333334
14,1566738.1666666665
15,2799406.777777778
16,624375.1327561327
17,1443090.5
18,680851.9156204904
19,481204.74166666664
20,2206749.1333333333
21,734882.6317460318
22,1298978.1666666667
23,2797764.155822197
24,1920602.8095238095
25,791387.4147504456
26,1706792.9935897437
27,1103961.5
28,21240400.607142854
29,509359.0
30,6267388.463888888
31,698592.325
32,919669.4166666667
33,2391868.6333333333
34,1505555.0
35,689262.3009896534
36,744909.7803030303
37,5217193.0
38,10775236.5
39,3771849.449350649
40,5805636.0
41,755521.0
42,955570.6666666665
43,4493637.012698413
44,777877.0404761903
45,547453.0
46,547715.614669346
47,934131.5375
48,446415.8785714286
49,586831.8333333333
50,505766.5
51,927099.6047619048
52,2073322.4
53,11700541.0
54,8208425.172222222
55,847009.5
56,1326764.75
57,3168657.177777778
58,2595835.9915834167
59,1514558.8035714286
60,11319283.0
61,2506113.351434393
62,3074495.0921467417
63,1612050.3142857144
64,11762350.0
65,818769.5406204904
66,695220.6888167389
67,690064.95
68,752896.3416666667
69,660149.7083333334
70,727871.375
71,1533834.5117155062
72,3169096.3619588744
73,1424740.5511904762
74,440783.76666666666
75,499877.0
76,1243813.0833333333
77,712051.8166666668
78,1374392.585714286
79,590104.1952380952
80,545217.7555139305
81,1275372.7783033806
82,5272440.0
83,1911295.911702225
84,2987569.533333333
85,4462610.405566655
86,1797004.3089826838
87,7409913.75
88,721478.8571428572
89,745956.6833333335
90,12611679.0
91,511048.5
92,1485034.8563492063
93,4755348.0
94,1084593.3666666667
95,756620.4626984127
96,1701453.1025252526
97,3214204.6523809526
98,1181202.0
99,6317363.0
100,1487900.1904761905
101,7374414.0
102,11372497.0
103,3501386.233897506
104,1098262.875
105,2035211.0880952382
106,22220463.25
107,1157824.5
108,1695861.3568542567
109,624375.1327561327
110,5214176.0
111,1823052.333333333
112,499846.79404761904
113,4295833.974603175
114,1565883.147506012
115,761304.0
116,3756561.192982456
117,435648.42301587306
118,2094532.8934682962
119,1748202.7333333334
120,5419296.5
121,22412787.0
122,601613.8608595914
123,1860880.1803418803
124,5935448.0
125,2615961.7605042015
126,1596026.953571428
127,1605727.5576923077
128,1289832.0
129,3495377.25
130,5454797.789285715
131,5761742.75
132,3745063.344264069
133,723584.9166666665
134,11112311.0
135,2594730.0
136,1670758.9968505353
137,2100094.166666667
138,731095.8424242425
139,10328894.0
140,396238.51587301574
141,4920238.722222221
142,1955552.2166666673
143,559738.6
144,6818139.0
145,2544004.2589466088
146,2932385.002290765
147,766767.4166666667
148,45293952.0
149,4127560.0
150,5318993.409090909
151,2491769.4691197686
152,757097.0
153,1611145.161813187
154,8287680.866666667
155,3258263.1182773113
156,6456480.733333333
157,1927455.056277056
158,4546171.0
159,1575742.9
160,1268540.25
161,3340601.8
162,727700.2083333333
163,742290.0
164,962041.7142857144
165,435648.42301587306
166,21099331.0
167,14670384.0
168,495399.9
169,1600398.975
170,12489548.8
171,3678336.0
172,991993.4138587579
173,9536946.0
174,4464889.547233322
175,496210.9142857143
176,5803548.094047619
177,1587078.0107142858
178,1791039.896416084
179,2580766.7606754354
180,865976.1076923077
181,9658095.0
182,397262.819047619
183,16985928.0
184,1604641.25
185,1003062.3675685424
186,1534496.8707792205
187,2786511.464291264
188,3674409.784090909
189,1560895.8833333335
190,2078738.2333333334
191,1763109.5595238095
192,1074059.6456959704
193,3784652.263528139
194,405628.6816239316
195,4173036.7353174603
196,889780.1174242425
197,1126209.5
198,991993.4138587579
199,7022769.0
200,319190.0
201,2639851.45
202,4134892.1999999993
203,5224520.505555556
204,3934137.7595238094
205,1767713.9396089325
206,1716681.3359130707
207,1788430.4571428574
208,2194050.738095238
209,735002.9833333333
210,2677856.5
211,4021702.1191891446
212,371405.5349206349
213,491105.3
214,2434796.8333333335
215,1095514.8
216,1561563.5658730161
217,970990.6
218,2180175.8215273856
219,598305.3608595914
220,1526666.638888889
221,387240.725
222,808048.5166666666
223,22388776.0
224,1078116.0
225,981771.2506196098
226,632434.9787545787
227,1289393.5
228,1583918.964285714
229,445870.5833333334
230,835462.6666666667
231,883383.0
232,1703268.3404761902
233,4877604.5
234,2762378.1769005847
235,1810440.6666666665
236,2415062.21993007
237,5971480.15
238,11700541.0
239,1913630.9083333334
240,2046320.866666667
241,1158594.9083333334
242,2979708.308044242
243,683372.7023809524
244,766934.4770562771
245,1565876.75
246,7805581.2
247,696346.7384948385
248,7193856.0
249,2463873.8695165943
250,3713403.5169991706
251,2046207.2954739705
252,5284442.0
253,5030652.05
254,657216.2754273504
255,12485195.666666668
256,5272440.0
257,4669332.5
258,1145949.0
259,810777.2792291042
260,3379412.119047619
261,945799.5
262,4493637.012698413
263,863296.925
264,651035.2428571428
265,946704.0666666668
266,1764466.5025641024
267,4720299.5
268,1038922.3381706908
269,3705897.1171009545
270,2236484.808730159
271,2020266.9933760685
272,1275381.4222222222
273,2743431.5
274,2753154.0456349207
275,3460769.6998917744
276,711786.5928571428
277,6382563.0
278,350248.1333333333
279,4865146.833333333
280,1588731.416666667
281,15475062.0
282,732928.3936507937
283,552230.1452380952
284,19914300.0
285,1705854.0
286,1734627.2797619044
287,649075.2928571429
288,6682336.25
289,8910639.0
290,1469922.3617354867
291,555840.1346153846
292,5549411.0
293,1748793.9079710143
294,3768569.3701754385
295,1047118.4892857143
296,2932731.7152930396
297,678359.0
298,2697451.995547426
299,1812272.0
300,3595231.4285714286
301,4720299.5
302,2020848.4761904764
303,1708448.0251016957
304,13025979.0
305,470615.92083333334
306,4295551.090476191
307,8739419.333333332
308,8439335.0
309,3255740.220706908
310,7614979.625
311,939342.8083333336
312,3764086.4681818183
313,4748721.1
314,621796.8630952382
315,3793323.7805111557
316,2245334.675
317,2020848.4761904764
318,779926.6666666667
319,607054.0
320,933298.1000000003
321,2651163.2250360753
322,818769.5406204904
323,2842074.7595238094
324,2517231.6333333333
325,5692795.688095238
326,624515.1126407773
327,9491231.666666668
328,16779841.249999996
329,6017061.0
330,1769087.4916666665
331,1288978.9
332,2793681.3363636364
333,1350622.125
334,2297538.5
335,1600925.1866113509
336,1503661.9835692083
337,17185536.666666664
338,1733451.769642857
339,2614529.0413209386
340,989415.0401670131
341,12168120.0
342,571261.3611111112
343,1619392.188764014
344,648137.642663485
345,919343.138095238
346,1932810.200793651
347,1748885.7
348,2263911.411403509
349,837014.0727272728
350,1718495.0
351,624515.1126407773
352,1605727.5576923077
353,1687500.75
354,4692798.0
355,5198785.0
356,624375.1327561327
357,502823.0
358,7228753.616666666
